cnes_codigo,cod_cep,cep_limpo,codufmun,municipio_codigo_6,uf_codigo,tp_unid,tpgestao,esfera_a,nat_jur,competen,cep_valido,municipio_valido,uf_valida,spatial_resolution_available,spatial_resolution_target,fallback_rule,cnes_competencia,source_system,lookup_scope,latitude,longitude,spatial_resolution_final,spatial_source,geocode_quality,municipio_nome,uf_sigla,uf_nome
2016648,69620000,69620000,130006,130006,13,05,M,M,1244,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-3.3640509,-68.1994689,cep,nominatim_cep,aproximado_por_cep,Amaturá,AM,Amazonas
2016664,69650000,69650000,130020,130020,13,02,M,M,1244,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-4.365088,-70.1903736,cep,nominatim_cep,aproximado_por_cep,Atalaia do Norte,AM,Amazonas
2016672,69650000,69650000,130020,130020,13,05,M,M,1244,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-4.365088,-70.1903736,cep,nominatim_cep,aproximado_por_cep,Atalaia do Norte,AM,Amazonas
2016893,69151585,69151585,130340,130340,13,05,E,E,3999,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-15.8032581,-47.8854767,cep,nominatim_cep,aproximado_por_cep,Parintins,AM,Amazonas
2016915,69255000,69255000,130115,130115,13,05,M,M,1244,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-15.8032581,-47.8854767,cep,nominatim_cep,aproximado_por_cep,Careiro da Várzea,AM,Amazonas
2016923,69101071,69101071,130190,130190,13,05,M,M,1244,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-15.8032581,-47.8854767,cep,nominatim_cep,aproximado_por_cep,Itacoatiara,AM,Amazonas
2016974,69630000,69630000,130060,130060,13,05,M,M,1244,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-4.3772021,-70.0302988,cep,nominatim_cep,aproximado_por_cep,Benjamin Constant,AM,Amazonas
2017016,69800000,69800000,130170,130170,13,05,M,M,1244,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-7.5137459,-63.0270721,cep,nominatim_cep,aproximado_por_cep,Humaitá,AM,Amazonas
2017199,69020030,69020030,130260,130260,13,05,E,E,2062,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-3.1266127,-60.0196356,cep,nominatim_cep,aproximado_por_cep,Manaus,AM,Amazonas
2017245,69075351,69075351,130260,130260,13,05,E,E,3999,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-3.1361215,-59.9787093,cep,nominatim_cep,aproximado_por_cep,Manaus,AM,Amazonas
2017318,69097720,69097720,130260,130260,13,07,E,E,1023,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-15.8032581,-47.8854767,cep,nominatim_cep,aproximado_por_cep,Manaus,AM,Amazonas
2017431,69065130,69065130,130260,130260,13,07,E,E,1023,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-3.1179719,-59.9998844,cep,nominatim_cep,aproximado_por_cep,Manaus,AM,Amazonas
2017555,69500000,69500000,130100,130100,13,05,M,M,1244,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-4.8803472,-66.8971861,cep,nominatim_cep,aproximado_por_cep,Carauari,AM,Amazonas
2017644,69020545,69020545,130260,130260,13,05,E,E,2011,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-3.1164416,-60.018887,cep,nominatim_cep,aproximado_por_cep,Manaus,AM,Amazonas
2017652,69250000,69250000,130110,130110,13,05,M,M,1244,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-3.6630882,-59.8774577,cep,nominatim_cep,aproximado_por_cep,Careiro,AM,Amazonas
2017660,69490000,69490000,130280,130280,13,05,M,M,1244,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-1.86001,-65.5908533,cep,nominatim_cep,aproximado_por_cep,Maraã,AM,Amazonas
2017687,69080030,69080030,130260,130260,13,73,E,E,1023,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-3.0899551,-59.9810574,cep,nominatim_cep,aproximado_por_cep,Manaus,AM,Amazonas
2017717,69670000,69670000,130160,130160,13,05,M,M,1244,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-2.5147464,-66.0948424,cep,nominatim_cep,aproximado_por_cep,Fonte Boa,AM,Amazonas
2017768,69540000,69540000,130002,130002,13,05,M,M,1244,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-15.8032581,-47.8854767,cep,nominatim_cep,aproximado_por_cep,Alvarães,AM,Amazonas
2017849,69020031,69020031,130260,130260,13,07,E,E,1023,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-3.1221585,-60.0207476,cep,nominatim_cep,aproximado_por_cep,Manaus,AM,Amazonas
2017997,69895000,69895000,130165,130165,13,05,M,M,1244,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-7.54502,-72.5819803,cep,nominatim_cep,aproximado_por_cep,Guajará,AM,Amazonas
2018004,69079265,69079265,130260,130260,13,07,E,E,2062,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-23.4647655,-46.8584264,cep,nominatim_cep,aproximado_por_cep,Manaus,AM,Amazonas
2018055,69025050,69025050,130260,130260,13,05,E,E,2062,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-15.8032581,-47.8854767,cep,nominatim_cep,aproximado_por_cep,Manaus,AM,Amazonas
2018071,69036110,69036110,130260,130260,13,07,E,E,1023,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-3.0997193,-60.0555909,cep,nominatim_cep,aproximado_por_cep,Manaus,AM,Amazonas
2018136,69460000,69460000,130120,130120,13,05,M,M,1244,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-4.0932034,-63.1423419,cep,nominatim_cep,aproximado_por_cep,Coari,AM,Amazonas
2018144,69190000,69190000,130290,130290,13,05,M,M,1244,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-6.5520107,-58.0620398,cep,nominatim_cep,aproximado_por_cep,Maués,AM,Amazonas
2018187,69680000,69680000,130370,130370,13,02,M,M,1244,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-3.0726356,-68.5051129,cep,nominatim_cep,aproximado_por_cep,Santo Antônio do Içá,AM,Amazonas
2018381,69860000,69860000,130350,130350,13,05,M,M,1244,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-15.8032581,-47.8854767,cep,nominatim_cep,aproximado_por_cep,Pauini,AM,Amazonas
2019345,69065011,69065011,130260,130260,13,36,E,E,2062,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-15.8032581,-47.8854767,cep,nominatim_cep,aproximado_por_cep,Manaus,AM,Amazonas
2019477,69190000,69190000,130290,130290,13,02,M,M,1244,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-6.5520107,-58.0620398,cep,nominatim_cep,aproximado_por_cep,Maués,AM,Amazonas
2019507,69190000,69190000,130290,130290,13,02,M,M,1244,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-6.5520107,-58.0620398,cep,nominatim_cep,aproximado_por_cep,Maués,AM,Amazonas
